Knitting Needles - Of Aluminium;76.16
Knitting Needles - Of Iron Or Steel;73.19
Knitting Needles - Of Plastics;39.26
Knives (Base Metal) And Cutting Blades - Butter;82.15
Knives (Base Metal) And Cutting Blades - Drawing;82.05
Knives (Base Metal) And Cutting Blades - Fish;82.15
Knives (Base Metal) And Cutting Blades - For Machines Or Mechanical Appliances;82.08
Knives (Base Metal) And Cutting Blades -Kitchen;82.11
Knives (Base Metal) And Cutting Blades - Paper;82.14
Knives (Base Metal) And Cutting Blades - With Folding Blades;82.11
Knives (Base Metal) And Cutting Blades - Other;82.11
Knots, Prepared For Broom And Brush Making;96.03
Kohirabi Seeds;12.09
Kyanite;25.08
Labelling Machinery, Bottle, Cans, Etc;84.22
Labels, Textile Not Embroidered;58.07
Laboratory Glassware;70.17
Laboratory Instruments;See Instruments And Apparatus
Laboratory, Chemical Etc, Ware, Ceramic;69.09
Lace In The Piece, In Strips, Or In Motifs, Other Than Fabrics Of 60.02;58.04
Lace - Guipure;58.10
Lace -Leavers;58.04
Lace - Nottingham;58.04
Lace - Raschel;60.02
Lace Making Machines;84.47
Laces, Boot And Shoes, Textile;56.09 Or 58.08 Or 63.07
Lacquers;32.08 Or 32.09 Or 32.10
Lacrosse Requisites, Except Shoes And Clothing;95.06
Lactams;29.33
Lactophosphates;29.19
Lactose;17.02 Or 21.06
Ladders And Steps Of Iron Or Steel;73.26
Ladles, Kitchen;39.24 Or 82.15
Ladles, Metal Foundry;84.54
Lamb (Meat) - Fresh, Chilled Frozen;02.04
Lamb (Meat) - Canned, Prepared Or Otherwise Preserved;16.02
Lamb (Meat) - Salted, In Brine, Dried Or Smoked;02.10
Lamb Skins, Raw;41.02 Or 43.01
Lambs;01.04
Laminated Plastics;39.21
Laminated Wood;44.12
Laminboard;44.12
Lamp Bases;85.39
Lamp Carbons;853.45
Lamps (Bulbs And Tubes) - Arc;85.39
Lamps (Bulbs And Tubes) - Discharge;85.39
Lamps (Bulbs And Tubes) - Electric Filament;85.39
Lamps And Lighting Fittings;94.05
Landing Stages, Floating;89.07
Language Translators - With Calculator;84.70
Language Translators - Without Calculator;85.43
Lanolin;15.05 Or 15.16 Or 15.18
Lanyards;62.17 Or 61.07
Lapels;61.17 Or 62.17
Lapping Machines;84.60
Laptop Computers;84.71
Lard;15.01
Lard Oil;15.03
Lard, Imitation;15.17
Laser Diodes;85.41
Laser Optical Reading System (Compact Disc Players);85.19
Laser Pointers;90.13
Lasers;90.13
Last Boot And Shoe, Wood;44.17
Latex;Chapter 40
Lathe Tools;82.07
Lathes (Turning Machines);84.58 Or 84.65
Laundering Machinery;84.50
Laundry Blue;32.12
Lavatory Pans (Plastic);39.22
Lavatory Covers And Seats (Plastics);39.22
Lawn Aerators;84.32
Lawn Mowers;84.33
Lawn Rollers;84.32
Lcd (Liquid Crystal Display) - Computer, Capable For Use Only With An Adp Machine;85.28
Lcd (Liquid Crystal Display) - Indicator Panel;85.31
Lcd (Liquid Crystal Display) - Video Monitor;85.28
Lcd (Liquid Crystal Display) - Video Monitor With A Digital Visual Interface (Dvi) Connector;85.28
Lcd (Liquid Crystal Display) - Not Elsewhere Specified;90.13
Lead Ores And Concentrates;26.07
Lead Oxides;28.24
Lead Shot For Ammunition;93.06
Lead;Chapter 78
Leads, Pencil;96.09
Leaflets, Pamphlets, Etc, Printed - Advertising Material;49.11
Leaflets, Pamphlets, Etc, Printed - Other;49.01
Leather - Bags, Handbags, Pchettes;42.02
Leather - Balls, For Sport;95.06
Leather - Bovine Leather, Dressed And Undressed;41.04
Leather - Bovine Or Equine Leather;41.07
Leather - Box Calf Leather, Dressed And Undressed;41.04
Leather - Chamois Dressed Leather;41.14
Leather - Clothing And Accessories;42.03
Leather - Composition Leather;41.15
Leather -  Dust, Leather;41.15
Leather - Dust, Powder And Flour;41.15
Leather - Equine Leather Dressed And Undressed;41.04
Leather - Flour, Leather;41.15
Leather - Footwear;64.01 To 64.05
Leather - Goat And Kid Skin Leather;41.06
Leather - Goat And Kid Skin, Without Hair On, Other Than Leather;41.06 Or 41.14
Leather - Of Other Animals, Without Hair On, Other Than Leather;41.07 Or 41.17
Leather - Harness And Saddlery For Animals;42.01
Leather - Metallised Leather;41.14
Leather - Of Bovine Or Equine Animals Without Hair On, Other Than Leather;41.04 Or 41.14
Leather - Of Composition Leather: Articles Of Not Elsewhere Specified Or Included;42.05
Leather - Of Composition Leather: Articles Of A Kind Used In Machinery Or Mechanical Devices;42.02
Leather - Of Composition Leather: Clothing Accessories;42.03
Leather - Of Composition Leather: Parings And Other Waste Of, Not Suitable For The Manufacture Of Leather Articles;41.15
Leather - Parchment Dressed Leather;41.04 To 41.07
Leather - Patent Laminated Leather;41.14
Leather - Patent Leather;41.14
Leather - Powder, Leather;41.15
Leather - Sheep And Lamb Skin Leather;41.05
Leather - Suede Kid;41.06
Leather - Travel Goods;42.02
Leather - Waste Leather;41.15
Leather - Watch Straps;91.13
Leather Polishes And Creams;34.05
Leavers, Lace;58.04
Lecithins;29.23
Lees, Wine;23.07
Leggings;64.06
Lenses, Optical (Mounted);90.02
Lenses, Optical (Unmounted);90.01
Lentils, Dried;07.13
Leotards;61.14
Letter Clips, Base Metal;83.05
Letter - Include Trays And Similar Articles, Of Base Metal;83.04
Letter Racks And Trays Of Metal;83.04
Letter Plates, Complete And Letters, Of Base Metal;83.10
Lettuce;Chapter 07
Leucite;25.29
Lichens For Ornamental Purposes;06.04
Life Jackets - Plastic Covered;39.26
Life Jackets - Textile;63.07
Life Line Rockets;36.04
Lifters, Root;84.33
Lifting Tables;84.26
Lifts;84.28
Light Emitting Diodes Displays (Led's);85.31
Light Vessels;89.05
Lighters, Cigarette;96.13
Lighting Fittings;94.05
Lighting Equipment, Electric, For Cycles Or Motor Vehicles;85.12
Lightning Arresters;85.35
Lignite;27.02
Lignite Wax;27.12
Limbs, Artificial;90.21
Lime, Hydraulic;25.22
Lime, Slaked;25.22
Limestone (Lithographic Stone), Crude;25.30
Limestone Flux;25.21
Line Apparatus, Carrier Current;85.17
Line Extenders, Cable TV;85.43
Line Apparatus, Digital;85.17
Linear Motors;85.01
Linen Fabrics, Woven;53.09
Linen Yarn And Thread;53.06
Line Fishing Tackle;95.07
Linoleum Making Machine;84.51
Linoleum;59.04
Linseed;12.04
Linseed Oil;15.15 Or 15.16 Or 15.18
Linseed Cake And Meal;23.06
Lintels, Stone;68.02
Lint's (Medical) Impregnated Or Put Up For Retail Sale;30.05
Lipsticks;33.04
Liqueurs;22.08
Lcd (Liquid Crystal Displays) - Computer, Capable For Use Only With An Adp Machine;85.28
Lcd (Liquid Crystal Displays) - Indicator Panel;85.31
Lcd (Liquid Crystal Displays) - Video Monitor;85.28
Lcd (Liquid Crystal Displays) - Video Monitor With A Digital Visual Interface (Dvi) Connector;85.28
Liquid Elevators;84.13
Liquid Supply Or Production Meters;90.28
Liquid Chillers, Packaged;84.18
Liquid Fuel Pressure Stove And Parts, Domestic Of Copper;74.18
Liquorice - Root;12.11
Liquorice Extract;13.02
Lists, Trade (Printed Matter);49.11
Litchis;Chapter 08
Lithographic Printing Plates - Non Sensitised;84.42
Lithographic Printing Plates - Sensitised;37.01
Lithographs, Originals;97.02
Lithopone;32.06
Liver, Poultry;02.07
Loaders;84.26 Or 84.27 Or 84.27
Lobster Pot, Wicker;46.02
Lobsters;03.06 Or 16.05
Local Area Network Apparatus;85.17
Lockers -  Sage Deposit Lockers;83.03
Lockers - Furniture;94.03
Locks, Base Metal;83.01
Locomotive Boilers;84.02
Locomotive, Rail - Electric;86.01
Locomotives, Rail - Non Electric;86.02
Locomotive Tenders;86.02
Locust Beans, Whole, Or Ground;12.12
Locust Bean Flour And Gum;13.02
Logs, Wood;44.01 Or 44.03
Loin-Cloths, Woven;62.11
Loofah Articles;46.02
Loofahs;14.04
Looms, Weaving;84.46
Loose-Leaf Binder Fitting Base Metal;83.05
Lorries For The Transport Of Goods Or Materials;87.04
Lorries, Special Purpose;87.05
Lotions;3304 Or 33.05 Or 33.07
Loudspeakers;85.18
Lozenges, Confectionery;17.04
Lubricants, Prepared;27.10 Or 34.03 Or 38.24
Lubricating Oils, Petroleum;27.10
Lucerne Seed;12.09
Lucerne Meal;12.14
Luggage Label-Holders (Plastic);39.26
Luggage Labels, Leather;42.05
Luminophores;28.44 Or 32.04 Or 32.06
Luncheon Boxes;3924 Or 73.23
Lupines;12.14
Lupulin;12.10
Macadam And Tarred Macadam;25.17
Macaroni;19.02
Mace;09.08
Macerating Vessels, Incorporating Thermal Equipment;84.19
Machetes;82.01
Machine Tools;Section 16
Machinery Bands, Belts And Belting;42.05
Machinery Brushes;96.03
Machinery For Preparing Or Working Printing Blocks, Plates Or Cylinders;84.42
Machinery For Type Setting Or Type Founding;84.42
Machines And Machinery - Agricultural And Horticultural;84.32 Or 84.36
Machines And Machinery - Air Conditioning, Self Contained;84.15
Machines And Machinery - Animal Or Vegetable Fats And Oils;84.79
Machines And Machinery - Automatic Data Processing Machines (Including Systems) And Units Thereof;84.71
Machines And Machinery - Automatic Vending;84.76
Machines And Machinery - Auxiliary Boiler Plant;84.04
Machines And Machinery - Bag And Envelope Making;84.41
Machines And Machinery - Bakery And Biscuit;84.38
Machines And Machinery - Bearing Housings;84.83
Machines And Machinery - Bearings - Ball, Roller Or Needle;84.82
Machines And Machinery - Bearings - Plain Shaft (Not Of Carbon Or Graphite);84.83
Machines And Machinery - Bee Keeping;84.36
Machines And Machinery - Boilers, Steam And Other Vapour Generating;84.02
Machines And Machinery - Book Binding And Book sewing;84.40
Machines And Machinery - Boot And Shoe (Leather) Making And Repairing;84.53
Machines And Machinery - Boring Or Sinking Machines;84.30
Machines And Machinery - Bottle Cleaning, Capsuling, Closing, Drying, Sealing, Filling Or Labelling;84.22
Machines And Machinery - Bread Grain Milling;84.37
Machines And Machinery - Brewery;84.38
Machines And Machinery - Brick Making;84.74
Machines And Machinery - Burners, Furnace, Non Electric;84.16
Machines And Machinery - Cable Making;84.79
Machines And Machinery -Calendaring;84.20
Machines And Machinery - Cardboard Box And Carton Making;84.41
Machines And Machinery - Case Packing And Cartoning Machines;84.22
Machines And Machinery - Centrifuges;84.21
Machines And Machinery - Ceramic Making;84.74
Machines And Machinery - China Clay Working;84.74
Machines And Machinery - Chocolate Making;84.38
Machines And Machinery - Chucks;84.66
Machines And Machinery - Clutches And Clutch Brake Assemblies, For Machinery;84.83
Machines And Machinery - Coal Cutters;84.30
Machines And Machinery - Coffee Processing;84.79
Machines And Machinery - Compressor, Air Or Gas;84.14
Machines And Machinery - Concrete Mixing;84.74
Machines And Machinery - Confectionery;84.38
Machines And Machinery - Machines And Machinery - Conveying;84.28
Machines And Machinery - Couplings, Shaft;84.83
Machines And Machinery - Cranks And Crankshafts;84.83
Machines And Machinery - Crushing Mineral;84.74
Machines And Machinery - Dairy;84.34
Machines And Machinery - Dictating;85.19
Machines And Machinery - Dish Washing;84.22
Machines And Machinery - Distributors For Asphalt, Bitumen, Tar And Tar Macadam;84.79
Machines And Machinery - Earth Moving, Excavating, Etc;84.29 Or 84.30
Machines And Machinery - Electric Lamp Making;84.75
Machines And Machinery - Electric Valve Making Machinery;84.75
Machines And Machinery - Engines And Motors - Hydraulic;84.12
Machines And Machinery - Engine And Motors - Internal Combustion Piston;84.07 Or 84.08
Machines And Machinery - Engines And Motors - Other;84.12
Machines And Machinery - Fans, Computer;84.14
Machines And Machinery - Fans, Computer, With Heat Sink;84.14
Machines And Machinery - Fans, Mechanical;84.14
Machines And Machinery - Filtering;84.21
Machines And Machinery - Finishers For Asphalt, Bitumen, Tar And Tarmacadam;84.79
Machines And Machinery - Fly Wheels;84.83
Machines And Machinery - Food Manufacture And Preparation;84.38
Machines And Machinery - Foundry Moulds Of Sand Forming Machines;84.74
Machines And Machinery - Fruit Crushing;84.35
Machines And Machinery - Furnace Burners, Non Electric;84.17
Machines And Machinery - Gas Generators;84.03
Machines And Machinery - Gaskets, Composite Or Sets;84.84
Machines And Machinery - Gear And Gearing (Including Gearboxes For Machinery);84.83
Machines And Machinery - Glass, Cold Working;84.64
Machines And Machinery - Blass, Manufacturing Or Hot Working;84.75
Machines And Machinery - Grinding Machines, Mineral;84.74
Machines And Machinery - Handling;84.28
Machines And Machinery - Heat Exchangers;84.19
Machines And Machinery - Hide And Skin Working;84.53
Machines And Machinery - Horticultural;84.32 Or 84.36
Machines And Machinery - Hydraulic;Chapter 84
Machines And Machinery - Laundering And Dry Cleaning;84.51
Machines And Machinery - Leather Preparation;84.53
Machines And Machinery - Lifting;84.28
Machines And Machinery - Machines For Moulding Articles In Paper Pulp, Paper Or Paperboard;84.41
Machine Tools - Interchangeable Tools ;82.07
Machines And Machinery - Machine Tools - Metal Working;84.56 To 84.63
Machines And Machinery - Machine Tools - Stone, Ceramic, Concrete, Etc Working;84.56 Or 84.64
Machines And Machinery - Machine Tools - Wood, Cork, Bone, Ebonite, Etc Working;84.56 Or 84.65
Machines And Machinery - Machine Tools - Parts And Accessories;84.66
Machines And Machinery - Mending And Repairing Knitted Goods;84.47
Machines And Machinery - Metal Working - Foundry Machinery;84.54
Machines And Machinery - Metal Working - Machine Tools;84.56 To 84.65
Machines And Machinery -L Metal Working - Rolling Mills And Roll Therefore;84.55
Machines And Machinery - Milking;84.34
Machines And Machinery - Mining;84.28 Or 84.30
Machines And Machinery - Mixing Machines, Mineral;84.74
Machines And Machinery - Motorised Or Pneumatic Hand Tools;84.67
Machines And Machinery - Moulding Boxes For Metal Foundry;84.80
Machines And Machinery - Newspaper And Magazine Printing;84.43
Machines And Machinery - Ovens, Industrial And Laboratory, Non Electric;84.17
Machines And Machinery - Paddle Mixers, For Asphalt, Bitumen, Tar And Tarmacadam;84.79
Machines And Machinery - Paper Making And Pulp Mill;84.39
Machines And Machinery - Pile Driving Machinery;84.30
Machines And Machinery - Pile Extractor Single Purpose;84.28
Machines And Machinery - Plastics Processing;84.77
Machines And Machinery - Pottery Making;84.74
Machines And Machinery - Poultry Keeping;84.36
Machines And Machinery - Presses, Tableting And Pelleting;84.79
Machines And Machinery - Printing;84.43
Machines And Machinery - Process Pressure Vessels, Incorporating Thermal Equipment;84.19
Machines And Machinery - Pulleys And Pulley Blocks;84.83
Machines And Machinery - Pulverising, Mineral;84.74
Machines And Machinery - Pumps, Air;84.14
Machines And Machinery - Pumps For Liquids;84.13
Machines And Machinery - Purification;84.21
Machines And Machinery - Reactors, Nuclear;84.01
Machines And Machinery - Refrigerators And Refrigeration Equipment;84.18
Machines And Machinery - Road Rollers, Mechanically Propelled;84.29
Machines And Machinery - Rope Making;84.79
Machines And Machinery - Rubber Working;84.77
Machines And Machinery - Sand And Steam Blasting;84.24
Machines And Machinery - Sanitary Ware, Ceramic, Making;84.74
Machines And Machinery - Sawing - Metal Working;84.61
Machines And Machinery - Sawing Wood Working;84.65
Machines And Machinery - Scrapers, Earth, Self Propelled;84.29
Machines And Machinery - Screening And Separating, Mineral;84.74
Machines And Machinery - Shovels, Mechanical;84.29
Machines And Machinery - Sorting Machines, Mineral;84.74
Machines And Machinery - Sound Recording;85.19
Machines And Machinery - Sound Reproducing;85.19
Machines And Machinery - Spin Dryers;84.21
Machines And Machinery - Spraying;84.24
Machines And Machinery - Stacking Machines (Not Self-Propelled);84.28
Machines And Machinery - Steam Engines With Self Contained Boilers;84.06
Machines And Machinery - Steam Engines Without Self Contained Boilers;84.06
Machines And Machinery - Sterilising;84.19
Machines And Machinery - Sugar Confectionery Machinery;84.38
Machines And Machinery - Sugar Making And Refining;84.38
Machines And Machinery - Taps, Cocks And Valves;84.81
Machines And Machinery - Tea Processing;84.79
Machines And Machinery - Testing Of Hardness, Etc Of Metal And Wood And Other Industrial Materials;90.24
Machines And Machinery - Textile;84.44 To 84.52
Machines And Machinery - Tile Making Machinery;84.74
Machines And Machinery - Tobacco;84.78
Machines And Machinery - Transmission Shafts For Machinery;84.83
Machines And Machinery - Trimming And Cutting (Paper And Paperboard);84.41
Machines And Machinery - Tumble Dryers, For Laundries';84.21
Machines And Machinery - Tyre Moulds;84.80
Machines And Machinery - Vacuum Pumps (Exhausters);84.14
Machines And Machinery - Vending Machine;84.76
Machines And Machinery - Warp Tying, Drawing And Sizing;84.47
Machines And Machinery - Washing Machines, Mineral;84.74
Machines And Machinery - Weighing ;84.23
Machines And Machinery - Welding, Brazing And Cutting Appliances, Gas Operated;84.68
Machines And Machinery - Welding Machines, Electric;84.56 Or 84.79 Or 85.15
Machines And Machinery - Well Drilling;84.30
Machines And Machinery - Wire Winding;84.79
Machine Centres;84.57
Machine Guns;93.01
Machine Pistols;93.01
Mach Meters;90.14
Mackerel;Chapter 3
Macramè Lace;58.04
Madagascar Fibre;14.03
Madagascar Jute;53.03
Madeira Wines;22.04
Made Up Articles - Of Textile Including Dress Patterns, Not Elsewhere Specified Or Included;63.04
Made Wine;22.06
Madras Hemp;53.03
Magnesium;81.04
Magnesium Carbonate, Natural (Magnesite);25.19
Magnesium Hydroxide And Peroxide;28.16
Magnesium Oxide;25.19
Magnesium Potassium Sulphate;31.04
Magnetic swipe Cards;85.23
Magnetos Ignition;85.11
Magnetrons;85.40
Magnets, Electric;85.05
Magnets, Permanent;85.05
Magnifying Glasses;90.13
Maguey;53.05
Mainsprings;91.14
Maize (Excluding Sweetcorn);10.05 Or 11.02 Or 11.03 Or 11.04
Maize Oil;15.15
Make Up Preparations;33.04
Malt;11.07
Malt Drying Plant;84.19
Malt Extract;19.01
Malt Preparations;19.01
Malva Blanca;5303
Malva Roxa;53.03
Malvaisco;53.03
Manchons, Hat, Felt;65.01
Manganates, Manganites And Permanganates;28.41
Manganese;84.11
Manganese Ores And Concentrates;26.02
Manganese Oxides;28.20
Mangles;84.51
Mango Chutney;20.01 Or 21.03
Mangoes, Fresh Or Dried;08.04
Manicure Preparations;33.04
Manicure Sets;82.14
Manifolds;84.09
Manifold Valves;84.81
Manila Hemp;Heading 56.07
Manioc Flour And Meal;11.06
Manioc, Fresh Or Dried, Chilled Or Frozen;07.14
Manioc, Prepared Foodstuff;19.03
Man Made Fibre Extrusion Machines;84.44
Man Made Fibres - Filament;Chapter 54
Man Made Fibres - Staple Fibres;Chapter 55
Man Made Fibres - Fabrics;Chapters 54 To 56 And 58 To 60
Man Made Fibres - Fabrics, Impregnated, Coated, Covered Or Laminated;Chapter 59 (See Chapter 59 Notes 1,2,3 And 5)
Man Made Fibres - Twine, Cordage, Ropes And Cables - Plaited Or Note;56.07
Man Made Filaments -  Bolting Cloth, Paper Making Machinery Fabric;59.11
Man Made Filaments - Monofilaments, Strip And Imitation Catgut;54.02 To 54.05 Or 56.04
Man Made Filaments - Yarn, Not Put Up For Retail Sale, Other Than Sewing Thread;54.02 Or 54.03
Man Made Filaments - Yarn, Put Up For Retail Sale, Other Than Sewing Thread;54.06
Man Made Sewing Thread Filament Fibres ;54.01
Man Made Sewing Threat Filament Fibres, Bolting  Cloth, Paper Making Machinery Fabric;59.11
Man Made Staple Fibre - Continuous Filament Tow;55.01 Or 55.02
Man Made Staple Fibre - Staple Fibre;55.03 Or 55.04
Man Made Staple Fibre - Sewing Thread;55.08
Man Made Staple Fibre - Tops;55.06 Or 55.07
Man Made Staple Fibre - Waste, Not Carded Or Combed;55.05
Man Made Staple Fibre - Yarn,  Not Put Up For Retail Sale, Other Than Sewing Thread;55.09 To 55.10
Man Made Staple Fibre - Yarn, Put Up For Retail Sale, Other Than Sewing Thread;55.11
Manometers;90.26
Manostats;90.32
Mantles, Gas;59.08
Manure;31.01
Manure Spreaders;84.32
Manuscripts;49.06
Maple Sugar And Syrup;17.02
Maps;49.05
Maracas;92.06
Marble - Chippings;25.17
Marble - Crude;25.15
Marble - Worked And Articles Thereof;68.02
Margarine;15.17
Marine Mammal Soluble;23.09
Marine Paints;32.08 Or 32.10
Marine Propulsion Engines;84.07 Or 84.08
Marine Turbines, Steam;84.06
Maritime And Waterway Structures Of Iron Or Steel;73.08
Marmalades;20.07
Marquetry, Wood;44.20
Marzipan;17.04
Mascara;33.04
Mashing Vats, Incorporating Thermal Equipment;84.19
Mashing Vats (With Agitators But No Heating Equipment);84.38 Or 84.79
Masonry Drills Bits;82.07
Mass Spectrographs;90.27
Massage Apparatus;90.19
Master Alloys, Copper;74.05
Masterbatch, Synthetic Rubber;40.05
Masters (Record Producing);85.23
Mastics, Stopping And Sealing;32.14
Match Splints;44.21
Matches (Excluding Bengal Matches);36.05
Mate;09.03
Mate, Extracts, Essences And Concentrates;21.01
Maternity Belts;62.12
Matinee Coats;61.11 Or 62.09
Mathematical Instruments;90.17
Mats And Matting - Of Plaiting Materials;46.01 Or 46.02
Mats And Matting - Of Rubber;40.08 Or 40.16
Mats And Matting - Textile;Chapter 57
Matte, Copper;74.01
Mattee, Nickel;75.01
Mattocks (Tools);82.01
Mattress Cases;63.02
Mattress Supports;94.04
Mattresses (Bedding, Excluding Airbeds);94.04
Matzos;19.05
Mauritius Hemp;53.05
Mayonnaise;21.03
Mead;22.06
Meal - Arrowroot;11.06
Meal - Bone;05.06
Meal - Cereal;11.03
Meal - Cotton Seed;23.06
Meal - Fish;23.01
Meal - Ground Nut;23.05
Meal - Herring;23.01
Meal - Manioc;11.06
Meal - Meat;23.01
Meal - Of Oil Seeds And Oleaginous Fruit, Non Defatted (Excluding Mustard Flour);12.08
Meal - Potato;11.05
Meal - Rape Seed;23.06
Meal - Rice;23.02
Meal - Sago;11.06
Meal - Salep;11.06
Meal - Soya Bean;23.04
Meal - Sunflower;23.06
Meat - Extracts And Juices;16.03
Meat - Fresh, Chilled, Frozen;Chapter 2
Meat - Meal;23.01
Meat - Pastes;16.02
Meat - Pies;16.02
Meat - Preparations;16.02
Meat - Salted, In Brine, Dried Or Smoked;02.10
Mechanical Lighter Flints;36.06
Mechanical Lighters;96.13
Mechanical Lighter Fuel In Containers Not Exceeding 300 Cm Cubed;36.06
Mechanical Seals;84.84
Mechanical Stokers;84.16
Mechano Therapy Appliances;90.19
Medals (Collectors);97.05
Medical Furniture (Excluding Beds Without Mechanical Fittings;94.02
Medical Instruments And Appliances For Treatment, Diagnosis Etc;90.18
Medicaments (Including Veterinary Medicaments);30.03 Or 30.04
Medicated Soap;34.01
Medium Board (Wood);44.11
Medium Density Fibreboard (Mdf);44.11
Meerschaum, Crude;25.30
Meerschaum, Worked;96.02
Megaphones;85.18
Melons;Chapter 08
Memory Modules;85.48
Menageries, Travelling;95.08
Men's Or Boys - Bib And Brace Overall Knitted Or Crocheted;61.03
Men's Or Boys - Bib And Brace Overall Other Than Knitted Or Crocheted;62.03
Men's Or Boys - Breeched Knitted Or Crocheted;61.03
Men's Or Boys - Breeches Other Than Knitted Or Crocheted;62.03
Men's Or Boys - Coats Knitted Or Crocheted;61.01
Men's Or Boys - Coats Other Than Knitted Or Crocheted;62.01
Men's Or Boys - Jackets And Blazers Knitted Or Crocheted;61.03
Men's Or Boys - Jackets And Blazers Other Than Knitted Or Crocheted;61.07
Men's Or Boys - Nightwear And Similar Articles Knitted Or Crocheted;61.07
Men's Or Boys - Nightwear And Similar Articles Other Than Knitted Or Crocheted;62.07
Men's Or Boys - Shirts Knitted Or Crocheted;61.05
Men's Or Boys - Shirts Other Than Knitted Or Crocheted;62.05
Men's Or Boys - Shorts (Other Than Swimwear) Knitted Or Crocheted;61.03
Men's Or Boys - Shorts (Other Than Swimwear) Other Than Knitted Or Crocheted;62.03
Men's Or Boys - Suits And Ensembles Knitted Or Crocheted;61.03
Men's Or Boys - Suits And Ensembles Other Than Knitted Or Crocheted;62.03
Men's Or Boys - Trouser Knitted Or Crocheted;61.03
Men's Or Boys - Trousers Other Than Knitted Or Crocheted;62.03
Men's Or Boys - Underwear And Similar Articles Knitted Or Crocheted;61.07
Men's Or Boys - Underwear And Similar Articles Other Than Knitted Or Crocheted;62.07
Menthol;29.06
Mercury;28.05
Mercury Arc Rectifiers;85.04 Or 85.40
Mercury Arc Rectifying Apparatus;85.04 Or 85.40
Mercury Vapour And Sodium Vapour Lamps;85.39
Meringues;19.05
Mesh,Wovenwire, Aluminium;76.16
Mesh, Woven Wire, Copper;74.14
Men's Or Boys - Mesh Woven Wire, Steel;73.04
Meslin;10.01 Or 11.01
Mesta, (Meshta) Not Spun;53.03
Metal, Expanded - Aluminium;76.16
Metal, Expanded - Copper;74.14
Metal, Expanded - Iron Or Steel;73.14
Metal/Mine Detectors;85.43
Metal Polishes;34.05
Metal Tank Mercury Arc Rectifiers;85.04
Metal Thread - Woven Fabric of And Woven Fabrics Of Metallised Yarn Of 56.05, Of A Kind Used In Apparel, As Furnishing Fabrics Or For Similar Purposes, Not Elsewhere Specified Or Included;58.09
Metalworking Machinery - Foundry Machinery;84.54
Metalworking Machinery - Machine Tools;84.56 To 84.63
Metalworking Machinery - Rolling mills And Rolls Therefore;84.55
Metallic Ash And Residues (Non-Ferrous);26.20
Metallic salts And Peroxysalts Of Inorganic Acids;28.26
Metaliferous Ores And Concentrates;26.01 To 26.17
Metallised Leather;41.14
Metallised Textile Yarn;56.05
Metallised Textile Yarn, Woven Fabrics Of;58.09
Metaphosphoric Acid;28.09
Metorological Instruments;90.15
Meters - Electrical Quantities;90.30
Meters - Electricity Supply Or Production;90.28
Meters - Frequency Deviation And Phase Deviation;90.30
Meters - Gas Supply Or Production;90.28
Meters - Liquid Supply Or Production;90.28
Methanol Formaldehyde;29.12
Methane;27.11
Methane Black;28.03
Methanol (Methyl Alcohol);29.05
Methylated Spirits;22.07
Metronomes;92.09
Mexican Fibres;14.03
Mexican Hemp;See Istle
Nucam Crude And Waste;25.25
Mica, Worked And Articles Thereof;68.14
Micro Organism Cultures;30.02
Micro Crystalline Wax;27.12
Microfilm - Exposed And Developed;37.05
Microfilm - Sensitised And Unexposed In Rolls;37.02
Microfilm Reader;90.08
Microphones;85.18
Microscopes - Compound, Optical;90.11
Microscopes - Electron And Proton;90.12
Microspheres, Glass;70.18
Microtome's;90.27
Micro Wave Test Machines;90.30
Microwave Tubes;85.40
Microwave Ovens, Domestic;85.16
Middle Soles;64.06
Middlings;2302
Milanaise Cord;58.08
Milometer's, Non Electric;90.29
Milk Churns, Aluminium;76.12
Milk Churns, Iron Or Steel;73.10
Milk Fresh - Natural;04.01
Milk Fresh - Flavoured;22.02
Milk, Other Than Fresh;04.01 To 04.04
Milking Machines;84.34
Milkweed;14.02
Mill Nep;56.01
Millboard, Asbestos;68.12
Millets;10.08
Milling Cutters;82.07
Milling Machinery For Bread Grain;84.37
Milling Machines For Wheat, Maize Etc;84.36
Milling Machines, Metal Working;84.59
Millstones;68.04
Milo;10.07
Mincers, Food, Domestic, Non Electric;82.10
Mine Roof Supports, Hydraulic;84.79
Mineral Products Crude;Chapter 25
Mineral Waxes;27.12
Mineral Wood;38.06
Minerals, Activated;38.02
Mines (Munitions);9306
Mining Machinery;84.25 Or 84.28 Or 84.30
Mink Furskin, Tanned Or Dressed;43.02
Mink Skins Raw;43.01
Mirabelles;Chapter 08
Mirrors, Base Metal, Not Optically Worked;83.06
Mirrors Glass;7009
Mirrors, Optical Elements (Unmounted);90.01
Mirrors Optical Elements (Mounted);90.02
Missiles (Guided Weapons);93.06
Mittens - Knitted Or Crocheted;61.16
Mittens - Other Than Knitted Or Crocheted;62.16
Mixing Machines, Mineral;84.74
Mixing Units, Record Production;85.43
Mixtures And Articles - Of Heat Insulating, Sound Insulating Or Sound Absorbing Mineral Materials, Other Than Those Of 68.11 Or 68.12 Or Chapter 69;68.06
Mobile Phones - Base Station;85.17
Mobile Phones - Cases;42.02
Mobile Phones - Cellular Systems;85.17
Mobile Phones - Direct Satellite System;85.17
Mobile Phones - In Car Charger;85.04
Mobile Phones - Hand Free Adapter Kit;85.18
Mobile Phones - Removable Fascias;85.17
Mobility Scooter;87.03
